r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	g0	g1	g2	g3	g4	g5	g6	g7	g8	g9	b0	b1	b2	b3	b4	b5	b6	b7	b8	b9	a0	a1	a2	a3	a4	a5	a6	a7	a8	a9
0.4384117	0.012973731	-1.0705985	2.0528517	2.1576695	-1.5549883	1.3287164	0.6563173	1.9516463	1.9120723	2.992692	-2.8170981	-2.8995624	-3.94999	-3.3381686	2.6506402	2.69144	2.6615882	2.9031682	-3.291932	-0.9280358	2.0986958	-0.88382334	0.6221391	2.0464852	-1.6824036	1.7322674	0.9641236	0.5144159	-0.32954913	1	1	1	1	1	1	1	1	1	1
0.43843123	0.01296429	-1.0706015	2.052809	2.1575732	-1.5550992	1.3288257	0.65639174	1.951579	1.9120202	2.990656	-2.8334754	-2.9159384	-3.9663725	-3.3545554	2.6402986	2.681532	2.6513822	2.8968217	-3.3083057	-0.9280069	2.098729	-0.8839132	0.62213403	2.0465162	-1.6824073	1.7322036	0.96417224	0.5144047	-0.3294942	1	1	1	1	1	1	1	1	1	1
0.43845314	0.01296009	-1.0706062	2.0527627	2.1574783	-1.5552074	1.3289366	0.6564607	1.9515147	1.9119695	2.9883842	-2.8498547	-2.93231	-3.9827604	-3.3709447	2.6298645	2.6715143	2.641077	2.890313	-3.324679	-0.927975	2.098771	-0.8840057	0.6221247	2.0465539	-1.6824096	1.7321354	0.964213	0.5143922	-0.32943493	1	1	1	1	1	1	1	1	1	1
0.43847746	0.012958286	-1.0706115	2.0527127	2.157385	-1.5553122	1.3290492	0.65652454	1.9514533	1.9119205	2.985881	-2.8662326	-2.9486787	-3.9991515	-3.3873343	2.6193395	2.661393	2.6306734	2.8836446	-3.3410547	-0.92794055	2.0988207	-0.8841038	0.6221115	2.0465958	-1.6824118	1.7320641	0.9642459	0.5143778	-0.3293717	1	1	1	1	1	1	1	1	1	1
0.43850422	0.01295473	-1.0706164	2.0526583	2.1572924	-1.555413	1.3291641	0.65658396	1.9513943	1.911874	2.9831502	-2.8826058	-2.9650478	-4.015541	-3.4037209	2.6087227	2.6511722	2.6201715	2.8768194	-3.3574357	-0.9279039	2.098876	-0.88420826	0.6220951	2.0466394	-1.6824143	1.7319912	0.9642714	0.5143609	-0.32930586	1	1	1	1	1	1	1	1	1	1
0.43853346	0.0129464865	-1.0706214	1.2121866	2.1571994	-1.5555093	1.329282	0.6566401	1.951337	1.9118313	2.9801955	-2.8989756	-2.9814236	3	-3.4201028	2.5980115	2.6408546	2.609571	2.8698392	-3.3738222	-0.92786545	2.098936	-0.8843174	1.7099475	2.0466833	-1.6824175	1.7319175	0.9642903	0.5143411	-0.32923916	1	1	1	0	1	1	1	1	1	1
0.4385652	0.012932311	-1.0706267	1.212197	2.1571057	-1.5556009	1.3294038	0.6566942	1.9512804	1.9117931	2.9770205	-2.9153457	-2.9978092	2.9997263	-3.4364808	2.5872035	2.6304402	2.5988717	2.8627057	-3.3902102	-0.9278258	2.0989993	-0.88442826	1.7099478	2.046727	-1.6824214	1.7318437	0.964304	0.5143179	-0.32917187	1	1	1	1	1	1	1	1	1	1
0.43859947	0.01291392	-1.0706323	1.2122176	2.1570122	-1.5556883	1.3295301	0.6567458	1.9512234	1.9117601	2.973629	-2.9317203	-3.0142012	2.9991834	-3.4528532	2.5762982	2.6199276	2.5880723	2.8554204	-3.4065964	-0.92778563	2.099063	-0.8845386	1.7099487	2.0467682	-1.682426	1.7317697	0.96431404	0.51429087	-0.32910353	1	1	1	1	1	1	1	1	1	1
0.43863627	0.012895714	-1.0706381	1.2122483	2.156921	-1.5557725	1.329662	0.6567931	1.9511652	1.9117314	2.970024	-2.9481	-3.030595	2.9983757	-3.4692209	2.565296	2.6093152	2.5771728	2.8479838	-3.4229822	-0.92774564	2.099125	-0.8846489	1.7099499	2.0468059	-1.6824305	1.731695	0.96432227	0.51425946	-0.32903358	1	1	1	1	1	1	1	1	1	1
0.4386756	0.012882585	-1.0706441	1.212289	2.1568336	-1.5558554	1.3298	0.65683377	1.9511052	1.911706	2.966209	-2.9644806	-3.046987	2.9973075	-3.4855871	2.554198	2.5986032	2.5661747	2.8403962	-3.4393706	-0.92770666	2.0991843	-0.8847604	1.7099514	2.0468395	-1.6824347	1.731619	0.9643301	0.51422346	-0.328962	1	1	1	1	1	1	1	1	1	1
0.43871745	0.012877875	-1.0706513	1.2123396	2.1567507	-1.5559384	1.3299444	0.6568656	1.9510435	1.9116838	2.9621868	-2.9808567	-3.0633748	2.9959836	-3.5019572	2.5430076	2.5877938	2.5550828	2.832657	-3.4557624	-0.9276695	2.099241	-0.8848735	1.7099531	2.04687	-1.6824381	1.731541	0.9643385	0.5141828	-0.32888955	1	1	1	1	1	1	1	1	1	1
0.4387618	0.012882474	-1.0706593	1.2124002	2.1566715	-1.5560229	1.3300943	0.65688735	1.9509802	1.9116665	2.9579604	-2.9972272	-3.0797584	2.9944081	-3.5183353	2.53173	2.5768893	2.543902	2.8247674	-3.4721544	-0.9276352	2.0992956	-0.8849882	1.7099547	2.0469003	-1.682441	1.7314605	0.9643479	0.51413745	-0.32881668	1	1	1	1	1	1	1	1	1	1
0.43880856	0.012895743	-1.0706654	1.2124707	2.1565948	-1.5561094	1.3302481	0.6568992	1.9509163	1.9116559	2.9535325	-3.0135937	-3.0961413	2.9925854	-3.534722	2.5203705	2.5658927	2.532636	2.8167286	-3.4885435	-0.9276047	2.0993485	-0.8851044	1.7099562	2.0469337	-1.6824439	1.7313766	0.9643584	0.51408744	-0.32874465	1	1	1	1	1	1	1	1	1	1
0.43885764	0.012915694	-1.0706692	1.212551	2.1565192	-1.5561978	1.3304036	0.65690297	1.950853	1.9116524	2.9489057	-3.0299597	-3.1125283	2.9905198	-3.5511136	2.5089333	2.5548072	2.5212874	2.8085442	-3.5049284	-0.9275789	2.0994005	-0.8852225	1.709957	2.0469725	-1.6824483	1.7312893	0.9643699	0.5140329	-0.3286759	1	1	1	1	1	1	1	1	1	1
0.43890893	0.0129397875	-1.0706722	1.2126412	2.1564429	-1.5562865	1.3305585	0.6569013	1.9507921	1.9116554	2.9440827	-3.0463269	-3.1289198	2.9882157	-3.5675073	2.49742	2.5436354	2.5098596	2.800219	-3.5213094	-0.9275589	2.099453	-0.8853427	1.709957	2.0470176	-1.6824564	1.7311985	0.964382	0.51397395	-0.32861272	1	1	1	1	1	1	1	1	1	1
0.43896225	0.012965534	-1.0706755	1.2127413	2.156365	-1.5563741	1.3307112	0.65689695	1.9507351	1.9116625	2.9390662	-3.0626945	-3.1453116	2.9856772	-3.5839024	2.48583	2.532378	2.4983542	2.7917588	-3.5376909	-0.9275454	2.0995073	-0.88546515	1.7099557	2.047068	-1.6824706	1.7311049	0.9643934	0.51391065	-0.3285555	1	1	1	1	1	1	1	1	1	1
0.43901742	0.012991053	-1.0706793	1.2128509	2.1562858	-1.5564605	1.3308603	0.6568922	1.9506832	1.9116699	2.9338584	-3.079061	-3.1616988	2.982909	-3.600299	2.4741614	2.5210352	2.4867723	2.7831688	-3.5540774	-0.92753917	2.0995634	-0.88558924	1.7099528	2.0471222	-1.682493	1.7310089	0.96440274	0.51384276	-0.32850182	1	1	1	1	1	1	1	1	1	1
0.43907413	0.013015388	-1.0706828	1.2129699	2.1562066	-1.5565464	1.3310051	0.6568881	1.9506371	1.9116743	2.9284623	-3.0954251	-3.1780798	2.979915	-3.6166966	2.4624138	2.509607	2.4751132	2.774453	-3.5704684	-0.9275405	2.0996194	-0.885714	1.709948	2.0471797	-1.682525	1.7309113	0.9644089	0.51376987	-0.32844776	1	1	1	1	1	1	1	1	1	1
0.43913206	0.013037835	-1.0706847	1.213098	2.156129	-1.556633	1.3311456	0.6568848	1.9505968	1.9116746	2.9228804	-3.1117892	-3.1944556	2.9766994	-3.6330924	2.450589	2.498094	2.4633744	2.7656152	-3.5868578	-0.9275494	2.099674	-0.8858393	1.7099408	2.047241	-1.6825672	1.7308125	0.9644108	0.5136914	-0.32839078	1	1	1	1	1	1	1	1	1	1
0.43919078	0.0130576	-1.0706836	1.2132348	2.1560538	-1.556721	1.331282	0.6568818	1.950562	1.9116719	2.9171162	-3.1281567	-3.2108293	2.9732664	-3.649484	2.43869	2.486498	2.4515543	2.7566588	-3.6032395	-0.92756563	2.0997267	-0.8859669	1.7099311	2.047306	-1.6826184	1.7307134	0.9644074	0.5136069	-0.32833055	1	1	1	1	1	1	1	1	1	1
0.43924972	0.013074368	-1.0706792	1.2133797	2.1559827	-1.556811	1.3314137	0.65687895	1.9505318	1.9116678	2.911173	-3.1445293	-3.2272022	2.96962	-3.6658707	2.4267197	2.4748223	2.4396539	2.7475858	-3.6196117	-0.92758834	2.0997772	-0.8860989	1.7099187	2.047374	-1.6826757	1.730614	0.9643978	0.51351595	-0.32826796	1	1	1	1	1	1	1	1	1	1
0.43930823	0.013088033	-1.0706732	1.2135322	2.1559165	-1.5569034	1.3315399	0.65687686	1.9505055	1.9116645	2.9050555	-3.1609066	-3.2435737	2.965764	-3.6822548	2.41468	2.463069	2.4276752	2.7383974	-3.635977	-0.9276163	2.0998254	-0.886236	1.7099034	2.047444	-1.6827353	1.7305144	0.96438193	0.5134186	-0.32820454	1	1	1	1	1	1	1	1	1	1
0.43936566	0.01309808	-1.0706679	1.2136914	2.1558547	-1.556998	1.3316598	0.6568771	1.9504819	1.9116638	2.8987677	-3.1772861	-3.2599435	2.9617019	-3.6986403	2.4025714	2.4512396	2.4156208	2.7290938	-3.6523414	-0.92764795	2.0998707	-0.8863768	1.7098851	2.0475156	-1.6827943	1.7304143	0.9643603	0.5133154	-0.328142	1	1	1	1	1	1	1	1	1	1
0.43942145	0.013103322	-1.0706654	1.2138565	2.1557944	-1.5570953	1.3317742	0.65688074	1.9504602	1.911666	2.8923142	-3.1936674	-3.276314	2.9574368	-3.7150304	2.3903916	2.439334	2.4034941	2.719675	-3.668711	-0.9276814	2.0999115	-0.88651824	1.7098641	2.0475872	-1.6828511	1.7303132	0.9643333	0.5132071	-0.3280814	1	1	1	1	1	1	1	1	1	1
0.43947527	0.01310289	-1.0706674	1.2140265	2.1557326	-1.5571957	1.3318846	0.6568878	1.9504397	1.9116699	2.885699	-3.2100499	-3.292687	2.9529722	-3.7314236	2.3781388	2.4273517	2.3912988	2.7101412	-3.6850893	-0.9277148	2.0999463	-0.8866569	1.7098405	2.0476573	-1.6829041	1.7302107	0.9643008	0.51309514	-0.32802305	1	1	1	1	1	1	1	1	1	1
0.439527	0.01309731	-1.0706747	1.2142003	2.155668	-1.5572993	1.3319927	0.65689754	1.9504204	1.9116734	2.878926	-3.2264335	-3.3090603	2.9483109	-3.7478173	2.365812	2.415293	2.3790367	2.7004921	-3.7014766	-0.9277466	2.0999758	-0.8867907	1.7098144	2.0477247	-1.682952	1.7301066	0.9642629	0.5129814	-0.32796705	1	1	1	1	1	1	1	1	1	1
0.43957686	0.013088448	-1.0706865	1.2143767	2.1556003	-1.5574061	1.3321005	0.6569084	1.9504029	1.9116757	2.8719978	-3.2428164	-3.3254325	2.943456	-3.7642086	2.353412	2.4031582	2.3667066	2.6907277	-3.7178693	-0.9277758	2.1000023	-0.8869213	1.709786	2.0477889	-1.6829939	1.7300013	0.96422	0.51286787	-0.3279139	1	1	1	1	1	1	1	1	1	1
0.43962526	0.013078444	-1.0707006	1.2145545	2.1555295	-1.5575153	1.3322095	0.65691894	1.9503883	1.9116765	2.8649168	-3.2591977	-3.3418021	2.9384103	-3.7805948	2.3409402	2.3909492	2.354306	2.6808481	-3.7342665	-0.927802	2.100029	-0.8870526	1.7097557	2.047849	-1.6830295	1.7298954	0.964173	0.5127564	-0.32786483	1	1	1	1	1	1	1	1	1	1
0.43967298	0.01306771	-1.0707166	1.2147326	2.1554558	-1.5576252	1.3323207	0.65692854	1.9503783	1.9116755	2.8576853	-3.27558	-3.3581698	2.9331768	-3.7969751	2.3284023	2.3786693	2.3418329	2.6708548	-3.750666	-0.92782545	2.1000586	-0.88718736	1.7097236	2.047905	-1.6830596	1.7297896	0.96412295	0.51264876	-0.32781944	1	1	1	1	1	1	1	1	1	1
0.43972096	0.01305541	-1.0707335	1.2149097	2.1553779	-1.557734	1.3324348	0.6569369	1.9503747	1.9116721	2.8503056	-3.2919664	-3.3745377	2.9277582	-3.81335	2.3158038	2.3663225	2.3292875	2.6607497	-3.7670653	-0.9278462	2.100093	-0.8873268	1.7096903	2.0479589	-1.6830852	1.7296851	0.96407133	0.5125461	-0.32777447	1	1	1	1	1	1	1	1	1	1
0.43977022	0.013040971	-1.0707506	1.2150844	2.1552944	-1.5578407	1.3325516	0.65694356	1.9503789	1.9116672	2.8427792	-3.3083582	-3.390908	2.922158	-3.829722	2.3031487	2.3539145	2.3166716	2.650535	-3.7834628	-0.9278644	2.1001325	-0.8874708	1.7096565	2.0480123	-1.6831073	1.7295831	0.9640204	0.512449	-0.32772747	1	1	1	1	1	1	1	1	1	1
0.43982184	0.013024384	-1.0707666	1.2152557	2.1552057	-1.557945	1.3326702	0.6569485	1.9503918	1.9116638	2.8351076	-3.3247535	-3.4072814	2.9163792	-3.8460946	2.2904375	2.341449	2.3039887	2.6402123	-3.7998574	-0.9278803	2.1001775	-0.8876185	1.7096226	2.0480652	-1.6831259	1.7294855	0.9639721	0.5123575	-0.32767886	1	1	1	1	1	1	1	1	1	1
0.43987674	0.013006927	-1.0707804	1.2154226	2.155113	-1.5580479	1.3327893	0.6569518	1.9504135	1.9116666	2.8272915	-3.341149	-3.4236565	2.9104257	-3.862471	2.2776678	2.328927	2.291244	2.6297832	-3.8162484	-0.9278943	2.100228	-0.8877693	1.7095895	2.0481167	-1.6831406	1.729394	0.96392804	0.5122711	-0.32762983	1	1	1	1	1	1	1	1	1	1
0.43993556	0.012989792	-1.0707915	1.2155846	2.155018	-1.5581509	1.3329071	0.6569545	1.9504437	1.9116791	2.8193316	-3.357538	-3.4400322	2.9043005	-3.878854	2.2648368	2.3163457	2.278445	2.61925	-3.832636	-0.9279069	2.1002831	-0.88792276	1.709558	2.0481665	-1.6831508	1.72931	0.963889	0.5121893	-0.32758164	1	1	1	1	1	1	1	1	1	1
0.4399983	0.012973941	-1.0708004	1.2157414	2.154923	-1.5582552	1.3330222	0.6569586	1.9504815	1.9117016	2.8112285	-3.373916	-3.4564083	2.8980072	-3.8952444	2.2519426	2.303701	2.2655966	2.6086166	-3.84902	-0.9279186	2.1003397	-0.88807935	1.709529	2.0482156	-1.6831558	1.729235	0.9638551	0.51211137	-0.32753494	1	1	1	1	1	1	1	1	1	1
0.44006428	0.012959472	-1.0708086	1.2158931	2.1548297	-1.5583618	1.3331349	0.65696555	1.9505255	1.9117327	2.8029835	-3.3902857	-3.4727867	2.8915489	-3.9116406	2.2389846	2.2909904	2.2526999	2.5978868	-3.865403	-0.9279301	2.1003942	-0.8882397	1.7095035	2.0482655	-1.6831555	1.7291706	0.9638261	0.5120362	-0.3274884	1	1	1	1	1	1	1	1	1	1
0.4401328	0.012946311	-1.0708184	1.2160403	2.1547396	-1.5584708	1.3332456	0.65697634	1.9505738	1.911771	2.7945988	-3.406655	-3.489168	2.8849285	-3.928041	2.2259636	2.2782133	2.2397506	2.5870655	-3.881786	-0.92794204	2.1004436	-0.88840306	1.7094822	2.0483167	-1.6831505	1.7291178	0.9638018	0.51196295	-0.32744005	1	1	1	1	1	1	1	1	1	1
0.44020304	0.012935725	-1.0708319	1.2161835	2.1546535	-1.5585825	1.333355	0.656991	1.9506254	1.911815	2.7860777	-3.4230297	-3.5055518	2.8781486	-3.944443	2.212882	2.2653704	2.2267432	2.5761585	-3.8981688	-0.92795503	2.1004858	-0.8885679	1.7094656	2.0483685	-1.683142	1.7290766	0.96378213	0.5118918	-0.32738912	1	1	1	1	1	1	1	1	1	1
0.44027394	0.012928973	-1.0708492	1.2163237	2.1545718	-1.5586957	1.3334635	0.657009	1.9506798	1.9118636	2.7774236	-3.4394124	-3.5219367	2.871211	-3.9608436	2.1997435	2.2524638	2.2136748	2.5651708	-3.9145477	-0.9279693	2.1005197	-0.8887325	1.7094543	2.048419	-1.6831316	1.7290462	0.9637684	0.51182353	-0.32733637	1	1	1	1	1	1	1	1	1	1
0.44034415	0.012926697	-1.0708705	1.2164613	2.1544945	-1.5588075	1.3335718	0.6570296	1.9507366	1.9119157	2.76864	-3.4558024	-3.5383215	2.8641174	-3.97724	2.1865523	2.2394974	2.2005448	2.5541036	-3.930921	-0.9279845	2.1005454	-0.88889563	1.7094486	2.048467	-1.6831214	1.729025	0.9637617	0.5117593	-0.32728243	1	1	1	1	1	1	1	1	1	1
0.440412	0.01292884	-1.0708977	1.2165965	2.1544204	-1.5589154	1.3336799	0.657052	1.9507961	1.9119706	2.7597299	-3.4721954	-3.5547075	2.856869	-3.9936323	2.173312	2.226478	2.1873546	2.5429559	-3.9472911	-0.92799973	2.1005647	-0.8890566	1.7094487	2.0485113	-1.6831126	1.7290113	0.9637623	0.5117	-0.3272279	1	1	1	1	1	1	1	1	1	1
0.44047585	0.012935527	-1.0709326	1.216729	2.1543462	-1.5590174	1.3337877	0.6570747	1.9508581	1.9120269	2.750695	-3.4885845	-3.571096	2.8494673	-4.0100245	2.1600242	2.2134116	2.174107	2.5317245	-3.9636624	-0.92801416	2.1005807	-0.889215	1.7094548	2.0485535	-1.6831049	1.7290033	0.9637698	0.51164615	-0.32717377	1	1	1	1	1	1	1	1	1	1
0.44053426	0.01294736	-1.070977	1.2168587	-1.9697361	-1.5591124	1.333894	0.65709627	1.9509224	1.9120826	2.7415357	-3.5049672	-3.5874863	2.8419142	3	2.1466892	2.2002997	2.160807	2.5204072	-3.9800384	-0.92802715	2.1005957	-0.8893701	1.7094667	1.9005134	-1.6830969	1.7289987	0.96378314	0.5115975	-0.3271211	1	1	1	1	0	1	1	1	1	1
0.4405859	0.012965267	-1.0710311	1.2169852	-1.9697363	-1.5592003	1.3339972	0.65711546	1.9509885	1.9121352	2.732252	-3.5213473	-3.6038768	2.8342113	2.9997277	2.1333063	2.1871402	2.1474583	2.5090027	-3.9964185	-0.9280383	2.100611	-0.889521	1.7094842	1.9005076	-1.6830869	1.7289953	0.9638011	0.51155335	-0.32707074	1	1	1	1	1	1	1	1	1	1
0.4406295	0.0129902465	-1.0710934	1.2171082	-1.9697367	-1.5592809	1.3340956	0.6571317	1.9510567	1.9121827	2.7228441	-3.5377305	-3.6202655	2.8263612	2.9991877	2.1198733	2.1739287	2.1340635	2.4975095	-4.012798	-0.92804706	2.1006255	-0.88966846	1.7095069	1.9004959	-1.6830738	1.7289913	0.96382195	0.5115127	-0.32702285	1	1	1	1	1	1	1	1	1	1
0.4406641	0.013022801	-1.0711606	1.2172277	-1.9697373	-1.5593537	1.3341879	0.65714496	1.9511269	-1.4430497	2.7133143	-3.5541186	-3.6366515	2.8183658	2.9983845	2.1063879	2.1606617	2.1206203	2.485928	3	-0.92805314	2.1006377	-0.8898156	1.709534	1.9004784	-1.6830573	1.728985	0.963844	0.51147455	-1.9800209	1	1	1	1	1	1	1	1	1	0
0.4406893	0.013062011	-1.071228	1.2173436	-1.969738	-1.5594182	1.3342735	0.65715563	1.951199	-1.4430498	2.703665	-3.570511	-3.6530356	2.8102283	2.9973223	2.092848	2.1473372	2.1071248	2.4742613	2.9997187	-0.9280564	2.1006463	-0.8899659	1.709565	1.900455	-1.6830378	1.7289752	0.96386606	0.5114376	-1.9800267	1	1	1	1	1	1	1	1	1	1
0.44070587	0.013105647	-1.0712934	1.2174559	-1.9697388	-1.5594746	1.3343523	0.6571632	1.9512727	-1.44305	2.6938994	-3.586905	-3.669419	2.8019512	2.9960053	2.0792549	2.1339555	2.0935757	2.4625137	2.9991608	-0.9280574	2.1006503	-0.89011955	1.7095988	1.9004257	-1.6830153	1.7289612	0.9638876	0.5114005	-1.9800384	1	1	1	1	1	1	1	1	1	1
0.44071585	0.013151758	-1.0713565	1.217565	-1.9697398	-1.5595244	1.3344251	0.65716666	1.9513474	-1.4430504	2.6840205	-3.603298	-3.6858017	2.7935364	2.9944377	2.0656111	2.1205182	2.0799744	2.4506896	2.9983308	-0.9280572	2.1006503	-0.8902741	1.7096344	1.9003901	-1.6829895	1.7289431	0.963908	0.511362	-1.9800558	1	1	1	1	1	1	1	1	1	1
0.44072184	0.013199675	-1.0714201	1.2176714	-1.9697409	-1.5595695	1.334493	0.65716463	1.9514221	-1.443051	2.6740317	-3.6196878	-3.7021828	2.7849863	2.9926236	2.0519204	2.1070285	2.0663247	2.4387922	2.9972334	-0.92805743	2.1006496	-0.89042604	1.709671	1.9003481	-1.6829599	1.7289213	0.96392655	0.51132107	-1.9800788	1	1	1	1	1	1	1	1	1	1
0.44072628	0.013249118	-1.071486	1.2177763	-1.969742	-1.5596106	1.3345565	0.6571559	1.9514961	-1.443052	2.6639366	-3.636075	-3.7185607	2.776303	2.990567	2.0381854	2.0934885	2.0526323	2.4268236	2.995873	-0.9280595	2.1006525	-0.8905732	1.7097081	1.9002992	-1.6829264	1.7288952	0.96394193	0.5112774	-1.9801073	1	1	1	1	1	1	1	1	1	1
0.4407309	0.013299731	-1.0715542	1.2178807	-1.9697431	-1.5596476	1.334615	0.65713984	1.9515685	-1.4430537	2.6537375	-3.652462	-3.7349339	2.7674897	2.9882717	2.024407	2.0798998	2.0389018	2.4147837	2.9942539	-0.92806435	2.100661	-0.8907175	1.7097456	1.900243	-1.6828891	1.7288641	0.96395266	0.5112311	-1.980141	1	1	1	1	1	1	1	1	1	1
0.4407369	0.013349619	-1.0716226	1.2179859	-1.9697443	-1.5596805	1.3346685	0.6571176	1.9516385	-1.4430563	2.6434364	-3.6688485	-3.7513037	2.7585495	2.9857416	2.0105872	2.0662634	2.0251353	2.4026718	2.9923806	-0.9280724	2.100674	-0.89086205	1.7097842	1.9001793	-1.6828494	1.7288277	0.9639575	0.51118237	-1.9801799	1	1	1	1	1	1	1	1	1	1
0.44074428	0.013394517	-1.0716885	1.2180926	-1.9697456	-1.5597103	1.3347176	0.6570919	1.9517056	-1.4430602	2.6330352	-3.6852326	-3.7676733	2.7494862	2.9829803	1.996727	2.0525804	2.011331	2.3904884	2.9902575	-0.9280836	2.1006873	-0.89101	1.7098244	1.9001073	-1.6828102	1.7287865	0.96395546	0.5111311	-1.9802235	1	1	1	1	1	1	1	1	1	1
0.44075146	0.013431259	-1.0717505	1.2182013	-1.969747	-1.5597379	1.3347639	0.65706706	1.9517704	-1.4430656	2.6225367	-3.7016149	-3.7840464	2.7403038	2.9799912	1.9828247	2.038853	1.9974856	2.3782353	2.9878886	-0.9280973	2.100699	-0.89116377	1.7098678	1.9000267	-1.6827741	1.7287409	0.9639467	0.5110775	-1.9802718	1	1	1	1	1	1	1	1	1	1
0.4407565	0.013459631	-1.071809	1.2183121	-1.9697483	-1.5597646	1.3348095	0.65704596	1.9518347	-1.4430732	2.611943	-3.7179966	-3.8004258	2.731006	2.976778	1.9688777	2.0250838	1.9835963	2.365915	2.9852786	-0.9281127	2.1007092	-0.89132255	1.7099154	1.8999369	-1.6827427	1.7286922	0.9639318	0.5110221	-1.9803244	1	1	1	1	1	1	1	1	1	1
0.44075775	0.0134815965	-1.0718651	1.218425	-1.9697497	-1.5597911	1.3348562	0.6570295	1.9519008	-1.4430832	2.6012557	-3.7343807	-3.8168104	2.7215955	2.973344	1.9548838	2.011273	1.9696623	2.35353	2.9824317	-0.92812914	2.10072	-0.8914839	1.7099681	1.8998374	-1.6827163	1.7286414	0.96391195	0.5109654	-1.9803809	1	1	1	1	1	1	1	1	1	1
0.4407542	0.013500277	-1.0719196	1.2185396	-1.9697512	-1.5598179	1.3349043	0.65701705	1.9519709	-1.4430962	2.590477	-3.7507696	-3.8331974	2.7120745	2.9696927	1.940843	1.9974184	1.9556836	2.341081	2.9793522	-0.92814696	2.100734	-0.8916451	1.7100266	1.8997277	-1.6826934	1.7285894	0.9638892	0.5109076	-1.9804412	1	1	1	1	1	1	1	1	1	1
0.4407456	0.013518431	-1.0719737	1.2186551	-1.9697528	-1.5598454	1.3349544	0.65700644	1.9520466	-1.4431126	2.579609	-3.7671628	-3.8495846	2.7024434	2.9658272	1.9267571	1.9835178	1.9416622	2.328567	2.9760451	-0.9281671	2.1007528	-0.8918037	1.7100909	1.8996074	-1.6826717	1.7285372	0.963866	0.51084846	-1.9805049	1	1	1	1	1	1	1	1	1	1
0.44073224	0.013537989	-1.0720274	1.2187706	-1.9697546	-1.5598739	1.335007	0.65699446	1.9521291	-1.443133	2.5686533	-3.7835548	-3.8659706	2.6927018	2.9617507	1.9126302	1.96957	1.9276012	2.3159876	2.9725146	-0.92819023	2.1007764	-0.8919591	1.7101606	1.899476	-1.6826489	1.7284855	0.96384406	0.51078814	-1.9805717	1	1	1	1	1	1	1	1	1	1
0.4407147	0.013559488	-1.0720807	1.218885	-1.9697565	-1.5599036	1.3350626	0.656978	1.9522187	-1.4431578	2.5576127	-3.7999384	-3.8823533	2.6828477	2.9574666	1.8984671	1.9555769	1.9135023	2.3033419	2.9687655	-0.92821574	2.100804	-0.89211214	1.710236	1.8993334	-1.682623	1.7284346	0.9638235	0.5107268	-1.9806416	1	1	1	1	1	1	1	1	1	1
0.44069368	0.0135827605	-1.0721333	1.2189966	-1.9697586	-1.5599352	1.3351226	0.65695524	1.9523147	-1.4431875	2.5464885	-3.8163126	-3.8987308	2.6728792	2.952978	1.884271	1.9415426	1.8993673	2.29063	2.9648023	-0.9282423	2.1008356	-0.8922642	1.7103177	1.8991791	-1.682593	1.7283857	0.9638036	0.5106647	-1.9807143	1	1	1	1	1	1	1	1	1	1
0.4406697	0.013607814	-1.0721848	1.2191048	-1.969761	-1.5599697	1.3351883	0.65692556	1.9524161	-1.4432224	2.5352817	-3.8326833	-3.9151027	2.662796	2.948288	1.8700446	1.9274716	1.8851969	2.2778552	2.9606297	-0.9282685	2.1008706	-0.89241666	1.7104074	1.8990133	-1.6825585	1.7283409	0.9637832	0.5106026	-1.9807899	1	1	1	1	1	1	1	1	1	1
0.4406424	0.013635943	-1.0722343	1.2192087	-1.9697636	-1.5600082	1.3352596	0.6568892	1.9525211	-1.4432627	2.5239909	-3.8490577	-3.9314723	2.6526005	2.9434001	1.8557891	1.9133679	1.8709911	2.2650223	2.9562519	-0.9282925	2.1009104	-0.89257085	1.7105063	1.898836	-1.6825206	1.728301	0.963761	0.51054186	-1.9808686	1	1	1	1	1	1	1	1	1	1
0.4406117	0.0136688985	-1.0722803	1.2193086	-1.9697665	-1.5600513	1.3353343	0.65684754	1.9526279	-1.4433085	2.5126147	-3.8654397	-3.9478443	2.6422977	2.938318	1.841504	1.8992325	1.8567493	2.252135	2.9516728	-0.92831314	2.1009557	-0.8927272	1.7106154	1.8986477	-1.6824805	1.7282649	0.96373594	0.51048416	-1.9809508	1	1	1	1	1	1	1	1	1	1
0.44057786	0.013707656	-1.0723206	1.2194047	-1.9697696	-1.5600989	1.3354086	0.65680283	1.9527348	-1.4433597	2.5011518	-3.88183	-3.9642222	2.6318934	2.9330447	1.8271906	1.8850628	1.8424721	2.239193	2.9468963	-0.9283296	2.1010063	-0.89288485	1.7107348	1.8984486	-1.6824385	1.7282292	0.96370727	0.51043093	-1.981037	1	1	1	1	1	1	1	1	1	1
0.44054157	0.013752089	-1.0723518	1.2194972	-1.9697728	-1.5601496	1.3354783	0.6567575	1.9528407	-1.4434164	2.4896019	-3.8982258	-3.9806032	2.621393	2.927584	1.8128494	1.8708545	1.8281604	2.2261932	2.941926	-0.9283416	2.1010609	-0.8930419	1.7108645	1.8982395	-1.6823951	1.7281897	0.96367425	0.5103831	-1.9811275	1	1	1	1	1	1	1	1	1	1
