r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	g0	g1	g2	g3	g4	g5	g6	g7	g8	g9	b0	b1	b2	b3	b4	b5	b6	b7	b8	b9	a0	a1	a2	a3	a4	a5	a6	a7	a8	a9
-1.1014167	0.011016034	-1.0713335	2.0549266	2.159883	-1.2546403	-1.9768258	0.4007871	-0.39912435	1.9126449	-3.0596454	-1.7376035	-1.819755	-2.8690965	-2.2577155	-3.8942833	-3.831027	-3.8847408	-3.4053557	-2.2115614	1.7878528	2.098498	-0.8758056	0.62246305	2.0414379	1.1034012	-1.311496	-0.43806076	1.7681398	-0.3307109	1	1	1	1	1	1	1	1	1	1
-1.1014177	0.011129803	-1.0713297	2.0548675	2.159856	-1.2546418	-1.976873	0.4007348	-0.39912722	1.9126672	-3.0760276	-1.753947	-1.8361079	-2.8854787	-2.2740614	-3.9106688	-3.8474255	-3.9011242	-3.4217427	-2.2279294	1.7878951	2.0985506	-0.87589675	0.62246233	2.041546	1.1033753	-1.3114803	-0.4380493	1.7681265	-0.33068535	1	1	1	1	1	1	1	1	1	1
-1.1014223	0.011241965	-1.0713198	2.0548127	2.1598322	-1.2546424	-1.9769243	0.40068054	-0.39913347	1.9126861	-3.0924046	-1.7702919	-1.8524603	-2.9018624	-2.2904115	-3.9270566	-3.8638196	-3.9175086	-3.4381282	-2.2442977	1.7879356	2.0986016	-0.8759917	0.6224711	2.0416558	1.1033537	-1.3114682	-0.43803933	1.7681097	-0.3306649	1	1	1	1	1	1	1	1	1	1
-1.1014327	0.01135061	-1.0713055	2.0547624	2.159811	-1.2546391	-1.9769791	0.40062657	-0.3991435	1.9127016	-3.1087785	-1.7866392	-1.8688108	-2.9182456	-2.306765	-3.9434483	-3.8802092	-3.9338908	-3.4545107	-2.260669	1.7879761	2.0986485	-0.87609035	0.6224894	2.0417678	1.1033355	-1.311459	-0.43802887	1.7680893	-0.33064854	1	1	1	1	1	1	1	1	1	1
-1.1014502	0.011454782	-1.0712888	2.054716	2.159791	-1.254631	-1.9770365	0.40057558	-0.3991569	1.9127141	-3.1251535	-1.8029883	-1.8851601	-2.9346268	-2.3231208	-3.959843	-3.896596	-3.95027	-3.4708886	-2.2770417	1.7880167	2.0986905	-0.8761911	0.6225156	2.0418842	1.1033204	-1.3114508	-0.4380169	1.768066	-0.33063656	1	1	1	1	1	1	1	1	1	1
-1.1014745	0.011553865	-1.0712715	2.0546725	2.1597703	-1.2546198	-1.9770955	0.40052977	-0.3991735	1.9127247	-3.1415327	-1.8193384	-1.90151	-2.9510057	-2.3394806	-3.976237	-3.9129806	-3.966649	-3.487262	-2.2934117	1.7880559	2.0987275	-0.87629145	0.622547	2.0420058	1.1033089	-1.3114413	-0.43800366	1.7680404	-0.33063024	1	1	1	1	1	1	1	1	1	1
-1.1015041	0.011647603	-1.0712544	2.05463	2.1597464	-1.2546083	-1.9771553	0.40049082	-0.39919364	1.912735	-3.1579165	-1.8356891	-1.9178624	-2.9673834	-2.3558447	-3.9926274	-3.929362	-3.9830327	-3.5036323	-2.3097746	1.7880924	2.0987608	-0.8763908	0.6225804	2.0421321	1.1033024	-1.3114285	-0.43799004	1.7680129	-0.3306307	1	1	1	1	1	1	1	1	1	1
-1.1015372	0.011736791	-1.0712376	2.0545862	2.159719	-1.2545983	-1.9772156	0.40045905	-0.39921758	1.9127468	-3.174303	-1.8520395	-1.9342171	-2.98376	-2.372212	-4.009012	-3.945738	-3.9994235	-3.520002	-2.3261292	1.788125	2.098792	-0.8764904	0.62261426	2.042262	1.1033009	-1.3114122	-0.43797752	1.7679839	-0.330638	1	1	1	1	1	1	1	1	1	1
-1.1015728	0.011823743	-1.0712212	2.054539	2.159688	-1.5496659	-1.9772763	0.40043348	-0.3992447	1.9127614	-3.1906898	-1.8683896	-1.950573	-3.0001354	-2.3885806	3	-3.9621086	-4.0158195	-3.5363736	-2.3424778	1.7881547	2.0988216	-0.8765924	0.6226484	2.042394	-1.6794984	-1.3113928	-0.43796748	1.7679534	-0.33065116	1	1	1	1	1	0	1	1	1	1
-1.1016093	0.01191142	-1.0712054	2.0544872	2.1596549	-1.5496665	-1.9773369	0.65055746	-0.3992738	1.91278	-3.2070775	-1.88474	-1.966929	-3.0165086	-2.404948	2.9997265	-3.9784765	3	-3.5527494	-2.358826	1.7881826	2.0988488	-0.8766986	0.6226838	2.0425272	-1.6795	-1.3113707	0.9600093	1.7679211	-0.33066818	1	1	1	1	1	1	1	0	1	1
-1.1016455	0.012001578	-1.0711901	2.0544307	2.1596212	-1.5496678	-1.9773966	0.65056366	-0.39930364	1.9128022	-3.223467	-1.9010911	-1.9832841	-3.032879	-2.4213135	2.999184	-3.9948466	2.99973	-3.5691302	-2.3751793	1.7882109	2.098873	-0.8768096	0.62272173	2.042662	-1.6795032	-1.3113458	0.96001387	1.7678875	-0.3306873	1	1	1	1	1	1	1	1	1	1
-1.1016794	0.012094008	-1.0711756	2.0543702	2.1595898	-1.5496697	-1.9774541	0.650576	-0.39933282	1.9128271	-3.239857	-1.9174428	-1.9996357	-3.0492487	-2.4376779	2.9983766	-4.0112233	2.9991949	-3.585514	-2.3915393	1.7882421	2.0988934	-0.8769248	0.62276286	2.0427973	-1.679508	-1.3113168	0.9600229	1.7678546	-0.33070847	1	1	1	1	1	1	1	1	1	1
-1.1017112	0.0121872695	-1.0711619	2.0543075	2.159562	-1.5496724	1.3254141	0.65059435	-0.39935982	1.9128537	-3.2562437	-1.9337951	-2.0159812	-3.0656207	-2.4540403	2.9973092	3	2.9983985	-3.6018975	-2.4079027	1.7882789	2.09891	-0.8770425	0.6228076	2.042932	-1.6795145	1.7305951	0.96003634	1.7678256	-0.33073282	1	1	1	1	1	1	0	1	1	1
-1.1017411	0.012280142	-1.0711491	2.0542457	2.159538	-1.549676	1.3254126	0.6506188	-0.399383	1.9128817	-3.2726252	-1.9501476	-2.0323207	-3.081998	-2.4703982	2.9959862	2.9997263	2.9973454	-3.618278	-2.424266	1.7883232	2.0989223	-0.8771608	0.6228561	2.0430627	-1.6795229	1.7305979	0.96005404	1.767803	-0.33076155	1	1	1	1	1	1	1	1	1	1
-1.1017703	0.01237211	-1.0711374	2.0541883	2.1595163	-1.5496806	1.3254098	0.65064925	-0.39940122	1.9129118	-3.2890036	-1.9664984	-2.0486565	-3.098381	-2.486751	2.9944117	2.9991834	2.9960396	-3.6346552	-2.440629	1.788375	2.09893	-0.87727857	0.6229069	2.0431876	-1.6795331	1.7306033	0.960076	1.7677871	-0.33079484	1	1	1	1	1	1	1	1	1	1
-1.1018003	0.012463876	-1.0711266	2.0541365	2.1594954	-1.5496866	1.3254056	0.6506857	-0.39941397	1.9129434	-3.3053825	-1.9828442	-2.0649917	-3.1147668	-2.5031009	2.9925902	2.9983757	2.9944851	-3.6510303	-2.4569917	1.7884331	2.0989337	-0.8773964	0.62295806	2.043307	-1.6795454	1.7306114	0.960102	1.7677777	-0.33083192	1	1	1	1	1	1	1	1	1	1
-1.101832	0.012556229	-1.071116	2.0540898	2.1594737	-1.5496942	1.3254002	0.6507283	-0.39942133	1.9129754	-3.3217618	-1.9991841	-2.0813305	-3.1311526	-2.5194507	2.9905257	2.9973075	2.992686	-3.6674056	-2.473356	1.7884947	2.0989354	-0.8775159	0.6230082	2.043422	-1.67956	1.7306223	0.9601322	1.767773	-0.33087078	1	1	1	1	1	1	1	1	1	1
-1.1018641	0.012648786	-1.0711049	2.054046	2.1594505	-1.5497037	1.3253938	0.65077686	-0.39942396	1.9130068	-3.338139	-2.0155194	-2.097675	-3.1475356	-2.5358033	2.9882226	2.9959831	2.9906461	-3.683784	-2.4897237	1.7885553	2.0989356	-0.8776388	0.6230557	2.0435333	-1.6795769	1.7306359	0.9601664	1.7677709	-0.33090857	1	1	1	1	1	1	1	1	1	1
-1.1018949	0.012740082	-1.0710912	2.0540028	2.1594262	-1.5497155	1.3253865	0.6508314	-0.39942232	1.9130361	-3.3545127	-2.031853	-2.1140218	-3.1639142	-2.5521612	2.9856849	2.9944067	2.9883692	-3.7001688	-2.5060945	1.7886097	2.0989344	-0.8777662	0.62309796	2.0436418	-1.6795963	1.7306522	0.96020454	1.7677691	-0.33094186	1	1	1	1	1	1	1	1	1	1
-1.1019229	0.012828468	-1.071074	2.05396	2.159402	-1.54973	1.3253787	0.65089184	-0.3994178	1.9130616	-3.3708844	-2.04819	-2.1303658	-3.1802893	-2.5685236	2.9829166	2.992582	2.9858592	-3.7165608	-2.5224671	1.7886546	2.0989318	-0.87789696	0.62313235	2.0437472	-1.6796185	1.7306713	0.96024656	1.7677673	-0.3309684	1	1	1	1	1	1	1	1	1	1
-1.1019472	0.012912313	-1.0710536	2.0539207	2.1593788	-1.5497475	1.3253706	0.65095806	-0.39941272	1.9130828	-3.387257	-2.0645359	-2.1467066	-3.196661	-2.5848854	2.9799218	2.990513	2.9831192	-3.7329576	-2.5388398	1.788688	2.0989275	-0.87802786	0.62315834	2.043848	-1.6796434	1.7306931	0.96029234	1.7677668	-0.3309883	1	1	1	1	1	1	1	1	1	1
-1.1019676	0.012989905	-1.0710305	2.053887	2.1593583	-1.5497683	1.3253626	0.65102994	-0.3994095	1.9131	-3.403633	-2.0808916	-2.163048	-3.213031	-2.6012447	2.9767046	2.9882035	2.9801528	-3.7493577	-2.5552073	1.7887102	2.0989213	-0.8781568	0.6231762	2.0439434	-1.6796713	1.7307177	0.9603418	1.7677689	-0.33100405	1	1	1	1	1	1	1	1	1	1
-1.1019844	0.01306007	-1.0710056	2.0538585	2.1593413	-1.5497929	1.325355	0.65110725	-0.39941028	1.9131132	-3.420013	-2.0972536	-2.1793945	-3.2294009	-2.617605	2.9732687	2.9856572	2.976963	-3.765759	-2.5715673	1.7887238	2.098913	-0.8782825	0.6231861	2.0440326	-1.6797022	1.730745	0.960395	1.767774	-0.33101982	1	1	1	1	1	1	1	1	1	1
-1.1019982	0.013121778	-1.0709805	2.0538347	2.1593282	-1.5498215	1.3253485	0.65118986	-0.3994161	1.9131218	-3.4363966	-2.1136172	-2.1957479	-3.2457716	-2.6339717	2.9696178	2.9828777	2.9735527	-3.782159	-2.5879235	1.7887325	2.098902	-0.8784038	0.623189	2.0441158	-1.6797361	1.730775	0.96045184	1.7677822	-0.33103868	1	1	1	1	1	1	1	1	1	1
-1.1020095	0.013173325	-1.0709572	2.053814	2.1593187	-1.5498544	1.3253435	0.65127754	-0.39942577	1.9131243	-3.4527848	-2.1299808	-2.2121072	-3.2621458	-2.650349	2.965756	2.979869	2.9699242	-3.7985563	-2.6042821	1.7887391	2.0988884	-0.87852025	0.62318623	2.0441945	-1.6797731	1.730808	0.9605124	1.7677934	-0.3310605	1	1	1	1	1	1	1	1	1	1
-1.1020191	0.013214431	-1.070936	2.0537956	2.1593118	-1.549892	1.3253407	0.6513701	-0.39943677	1.9131199	-3.4691787	-2.1463432	-2.2284694	-3.2785234	-2.6667356	2.9616864	2.9766343	2.96608	-3.8149502	-2.620648	1.7887444	2.0988722	-0.8786321	0.6231783	2.0442703	-1.6798131	1.7308441	0.96057665	1.7678077	-0.33108357	1	1	1	1	1	1	1	1	1	1
-1.1020288	0.01324639	-1.0709153	2.0537798	2.159306	-1.5499341	1.3253409	0.65146726	-0.39944592	1.9131086	-3.4855764	-2.162704	-2.2448287	-3.2949026	-2.6831267	2.9574125	2.973178	2.9620223	-3.831341	-2.637022	1.78875	2.0988543	-0.8787399	0.6231646	2.0443456	-1.6798561	1.7308837	0.9606447	1.7678258	-0.331106	1	1	1	1	1	1	1	1	1	1
-1.1020417	0.01327178	-1.0708932	2.0537682	2.1593	-1.5499812	1.3253446	0.6515687	-0.3994504	1.9130914	-3.501974	-2.1790624	-2.2611823	-3.3112793	-2.6995153	2.9529376	2.9695039	2.9577537	-3.847729	-2.653402	1.7887576	2.0988357	-0.87884414	0.62314355	2.044422	-1.6799017	1.7309269	0.96071655	1.7678491	-0.331126	1	1	1	1	1	1	1	1	1	1
-1.1020578	0.013294018	-1.0708681	2.0537612	2.159292	-1.5500331	1.3253527	0.6516743	-0.39944986	1.9130704	-3.5183706	-2.1954155	-2.2775316	-3.3276515	-2.7158957	2.9482646	2.9656157	2.9532764	-3.864113	-2.6697817	1.7887671	2.0988188	-0.8789451	0.6231137	2.0444994	-1.67995	1.730974	0.9607921	1.7678782	-0.3311422	1	1	1	1	1	1	1	1	1	1
-1.1020741	0.013316202	-1.0708408	2.0537593	2.15928	-1.5500896	1.325366	0.6517837	-0.39944547	1.9130476	-3.534765	-2.2117622	-2.29388	-3.3440194	-2.732266	2.9433966	2.9615178	2.9485931	-3.8804946	-2.686154	1.7887778	2.098805	-0.879043	0.6230748	2.0445771	-1.6800007	1.7310253	0.9608715	1.7679125	-0.33115348	1	1	1	1	1	1	1	1	1	1
-1.1020861	0.013340039	-1.0708119	2.053762	2.1592631	-1.5501508	1.3253853	0.65189683	-0.3994391	1.9130237	-3.5511572	-2.2281039	-2.310231	-3.3603854	-2.748629	2.938336	2.957214	2.9437072	-3.896877	-2.7025168	1.7887882	2.098794	-0.8791387	0.6230282	2.0446537	-1.6800536	1.7310812	0.96095467	1.7679502	-0.33115906	1	1	1	1	1	1	1	1	1	1
-1.1020899	0.0133658	-1.0707822	2.053768	2.1592417	-1.5502168	1.3254112	0.6520136	-0.3994326	1.9129981	-3.5675478	-2.2444444	-2.3265853	-3.3767524	-2.764987	2.9330847	2.9527087	2.9386218	-3.913263	-2.7188747	1.7887969	2.0987844	-0.8792357	0.6229764	2.0447285	-1.6801089	1.7311418	0.96104145	1.76799	-0.33115828	1	1	1	1	1	1	1	1	1	1
-1.102085	0.013392996	-1.0707521	2.0537763	2.1592178	-1.5502877	1.3254442	0.6521338	-0.3994285	1.9129691	-3.5839343	-2.2607882	-2.342942	-3.3931205	-2.7813416	2.9276454	2.9480057	2.933341	-3.929652	-2.735233	1.7888037	2.0987756	-0.879337	0.6229237	2.0448015	-1.6801666	1.7312073	0.96113175	1.7680328	-0.3311502	1	1	1	1	1	1	1	1	1	1
-1.1020718	0.013420346	-1.0707225	2.0537853	2.159194	-1.5503638	1.3254848	0.65225744	-0.3994295	1.9129359	-3.6003163	-2.2771375	-2.3593013	-3.4094899	-2.7976966	2.92202	2.943109	2.9278688	-3.946042	-2.751594	1.7888086	2.0987678	-0.8794442	0.6228742	2.0448725	-1.6802269	1.7312777	0.9612252	1.7680813	-0.33113387	1	1	1	1	1	1	1	1	1	1
-1.1020514	0.013445995	-1.0706942	2.0537932	2.1591723	-1.5504451	1.3255332	0.6523842	-0.39943647	1.912898	-3.6166952	-2.2934911	-2.3756654	-3.4258602	-2.8140566	2.916211	2.9380224	2.92221	-3.9624329	-2.767959	1.7888111	2.0987608	-0.8795572	0.6228303	2.044942	-1.6802899	1.731353	0.9613214	1.7681376	-0.33110964	1	1	1	1	1	1	1	1	1	1
-1.102025	0.01346689	-1.0706674	2.053798	2.159154	-1.5505316	1.3255893	0.652514	-0.39944845	1.912856	-3.6330743	-2.309848	-2.392035	-3.442232	-2.8304255	2.9102209	2.9327495	2.916369	-3.9788237	-2.784328	1.7888094	2.0987551	-0.87967604	0.62279195	2.0450099	-1.6803557	1.7314332	0.96141994	1.7682018	-0.33107913	1	1	1	1	1	1	1	1	1	1
-1.101994	0.013479009	-1.0706415	2.053798	2.1591382	-1.5506235	1.3256531	0.65264654	-0.39946392	1.9128127	-3.649458	-2.3262076	-2.4084089	-3.4586077	-2.8468032	2.9040534	2.9272933	2.9103506	-3.995215	-2.8006976	1.7888017	2.0987506	-0.8798005	0.62275815	2.0450773	-1.6804246	1.7315176	0.96151996	1.7682729	-0.33104378	1	1	1	1	1	1	1	1	1	1
-1.1019595	0.013479487	-1.0706165	2.0537927	2.1591227	-1.5507206	1.325724	0.65278184	-0.39948198	1.912772	-3.6658475	-2.3425698	-2.4247823	-3.4749882	-2.863184	2.8977127	2.9216568	2.904159	-4.0116086	-2.817063	1.7887872	2.0987463	-0.8799305	0.6227277	2.0451455	-1.6804967	1.7316056	0.9616206	1.7683496	-0.33100453	1	1	1	1	1	1	1	1	1	1
-1.101922	0.013468449	-1.0705928	2.0537827	2.1591053	-1.5508227	1.3258014	0.6529197	1.9530903	1.9127365	-3.6822422	-2.3589344	-2.4411511	-3.4913716	-2.8795633	2.8912027	2.9158428	2.897799	3	-2.833423	1.7887661	2.098742	-0.88006574	0.6226992	2.0452156	-1.6805722	1.7316965	0.96172094	0.5147816	-0.33096242	1	1	1	1	1	1	1	1	0	1
-1.1018808	0.013449457	-1.070572	2.0537684	2.1590855	-1.5509298	1.3258843	0.65305996	1.9530861	1.9127066	-3.6986392	-2.3753004	-2.4575162	-3.5077536	-2.8959415	2.8845274	2.9098535	2.8912745	2.999723	-2.8497798	1.788739	2.098738	-0.88020456	0.62267107	2.0452883	-1.680651	1.731789	0.96181995	0.5147798	-0.33091858	1	1	1	1	1	1	1	1	1	1
-1.1018354	0.0134282475	-1.0705559	2.0537496	2.1590636	-1.5510416	1.325972	0.6532023	1.953078	1.9126817	-3.7150345	-2.391665	-2.4738808	-3.5241318	-2.912321	2.877691	2.9036913	2.884589	2.9991736	-2.8661382	1.7887063	2.0987353	-0.88034403	0.6226414	2.0453644	-1.6807331	1.7318816	0.9619167	0.5147763	-0.33087426	1	1	1	1	1	1	1	1	1	1
-1.1017859	0.013409221	-1.0705457	2.053725	2.1590402	-1.5511582	1.326063	0.65334624	1.9530659	1.9126614	-3.7314222	-2.408026	-2.4902475	-3.5405083	-2.9287028	2.8706965	2.8973584	2.8777456	2.9983563	-2.8825035	1.7886668	2.098735	-0.88048285	0.62260723	2.0454443	-1.6808183	1.7319727	0.9620103	0.5147711	-0.33082882	1	1	1	1	1	1	1	1	1	1
-1.1017334	0.013392786	-1.070541	2.0536942	2.1590152	-1.5512794	1.3261565	0.6534914	1.9530498	1.9126457	-3.7478	-2.4243824	-2.5066168	-3.5568867	-2.9450872	2.8635468	2.890857	2.870747	2.9972756	-2.8988786	1.7886195	2.0987375	-0.8806205	0.6225663	2.0455275	-1.6809062	1.7320607	0.9621003	0.5147643	-0.33078012	1	1	1	1	1	1	1	1	1	1
-1.1016798	0.01337694	-1.0705409	2.053657	2.1589885	-1.5514055	1.3262517	0.6536372	1.9530299	1.912634	-3.7641704	-2.4407346	-2.522988	-3.5732667	-2.9614732	2.856244	2.8841896	2.8635957	2.995936	-2.9152615	1.7885652	2.0987427	-0.88075656	0.62251776	2.045611	-1.6809961	1.7321439	0.96218634	0.514756	-0.33072641	1	1	1	1	1	1	1	1	1	1
-1.1016268	0.013359154	-1.070543	2.053614	2.1589599	-1.5515369	1.3263485	0.6537831	1.953006	1.9126254	-3.7805393	-2.4570844	-2.5393586	-3.5896454	-2.9778585	2.8487895	2.8773596	2.8562932	2.9943419	-2.9316473	1.788505	2.0987506	-0.8808914	0.6224641	2.0456924	-1.6810871	1.7322211	0.9622685	0.51474625	-0.33066726	1	1	1	1	1	1	1	1	1	1
-1.1015749	0.013337752	-1.0705459	2.0535662	2.1589303	-1.5516739	1.3264472	0.6539284	1.9529784	1.9126185	-3.7969117	-2.4734356	-2.5557249	-3.6060205	-2.9942415	2.841184	2.8703706	2.8488398	2.9924974	-2.9480317	1.7884383	2.0987606	-0.8810263	0.62240994	2.0457711	-1.6811788	1.7322916	0.9623473	0.51473504	-0.33060375	1	1	1	1	1	1	1	1	1	1
-1.1015244	0.013312054	-1.0705507	2.0535145	2.1589005	-1.5518169	1.3265479	0.65407234	1.9529469	1.9126107	-3.81329	-2.4897897	-2.5720866	-3.6223943	-3.0106218	2.8334284	2.863226	2.8412354	2.9904072	-2.9644136	1.7883643	2.098772	-0.88116294	0.62235916	2.0458467	-1.6812706	1.7323545	0.962424	0.5147225	-0.3305386	1	1	1	1	1	1	1	1	1	1
-1.1014748	0.013282884	-1.0705595	2.0534587	2.15887	-1.5519667	1.3266507	0.65421414	1.9529116	1.9125996	-3.8296738	-2.5061452	-2.5884478	-3.638771	-3.0270011	2.8255239	2.8559287	2.8334808	2.9880755	-2.980795	1.7882826	2.098784	-0.8813026	0.6223148	2.0459192	-1.6813619	1.7324096	0.9624997	0.5147088	-0.33047417	1	1	1	1	1	1	1	1	1	1
-1.1014258	0.013252756	-1.0705739	2.0534	2.1588376	-1.5521232	1.326756	0.65435314	1.9528725	1.9125843	-3.8460612	-2.5225008	-2.604812	-3.6551528	-3.0433822	2.8174722	2.848482	2.825578	2.9855063	-2.997181	1.7881945	2.098795	-0.881446	0.6222785	2.0459874	-1.6814523	1.7324564	0.9625759	0.514694	-0.33041075	1	1	1	1	1	1	1	1	1	1
-1.1013776	0.013225052	-1.0705942	2.0533402	2.158801	-1.5522866	1.3268638	0.65448886	1.9528296	1.912566	-3.8624513	-2.5388546	-2.6211808	-3.671539	-3.0597663	2.8092759	2.840888	2.81753	2.982704	-3.013573	1.7881029	2.0988035	-0.88159287	0.6222504	2.0460498	-1.6815412	1.7324951	0.96265405	0.5146781	-0.33034799	1	1	1	1	1	1	1	1	1	1
-1.1013315	0.013201867	-1.0706192	2.0532808	2.1587594	-1.5524565	1.326974	0.65462106	1.9527826	1.9125469	-3.878843	-2.5552096	-2.6375537	-3.687925	-3.076153	2.800938	2.8331492	2.809341	2.9796727	-3.0299675	1.7880107	2.0988078	-0.88174194	0.6222295	2.0461054	-1.681628	1.7325257	0.9627353	0.51466143	-0.3302857	1	1	1	1	1	1	1	1	1	1
-1.1012886	0.01318425	-1.0706468	2.0532236	2.158712	-1.5526322	1.3270864	0.65474975	1.9527317	1.9125293	-3.8952363	-2.571569	-2.6539297	-3.7043042	-3.0925412	2.7924616	2.8252676	2.8010166	2.9764168	-3.0463598	1.7879192	2.0988069	-0.8818919	0.6222144	2.046154	-1.6817123	1.7325486	0.9628205	0.514644	-0.33022445	1	1	1	1	1	1	1	1	1	1
-1.1012496	0.013172337	-1.0706714	2.0531704	2.1586595	-1.5528127	1.3272003	0.654875	1.9526767	1.9125142	-3.9116285	-2.587934	-2.670307	-3.7206755	-3.1089287	2.783851	2.8172452	2.792562	2.9729404	-3.0627458	1.787827	2.0988002	-0.8820423	0.62220305	2.0461962	-1.6817935	1.7325642	0.96290976	0.5146261	-0.33016592	1	1	1	1	1	1	1	1	1	1
-1.1012149	0.013165306	-1.0706869	2.0531235	2.158603	-1.5529964	1.3273149	0.6549968	1.9526174	1.912501	-3.9280186	-2.604304	-2.6866825	-3.7370443	-3.125314	2.7751102	2.8090844	2.7839816	2.9692473	-3.079124	1.7877332	2.0987887	-0.88219273	0.6221939	2.046234	-1.6818712	1.7325733	0.963003	0.5146077	-0.33011132	1	1	1	1	1	1	1	1	1	1
-1.1011852	0.013161428	-1.0706904	2.0530841	2.158543	-1.5531816	1.3274294	0.65511537	1.952554	1.9124889	-3.9444041	-2.6206763	-2.7030563	-3.7534182	-3.1416965	2.7662437	2.8007889	2.775279	2.9653418	-3.0954964	1.7876382	2.0987737	-0.88234293	0.6221859	2.0462692	-1.6819451	1.7325766	0.9630995	0.51458913	-0.33006144	1	1	1	1	1	1	1	1	1	1
-1.1011621	0.013158608	-1.0706836	2.0530536	2.1584802	-1.5533664	1.3275433	0.6552308	1.9524865	1.9124774	-3.9607832	-2.6370468	-2.7194297	-3.7698011	-3.158075	2.7572548	2.7923627	2.766457	2.9612272	-3.111866	1.7875441	2.098756	-0.88249224	0.62217844	2.0463026	-1.6820147	1.7325752	0.96319836	0.51457053	-0.3300164	1	1	1	1	1	1	1	1	1	1
-1.1011459	0.0131546315	-1.070671	2.053032	2.1584141	-1.5535486	1.3276557	0.65534335	1.9524153	1.9124649	-3.9771564	-2.6534133	-2.735804	-3.7861931	-3.1744492	2.7481458	2.7838092	2.7575173	2.956907	-3.128234	1.7874526	2.098736	-0.88263977	0.62217087	2.0463333	-1.6820797	1.7325698	0.9632987	0.5145522	-0.32997522	1	1	1	1	1	1	1	1	1	1
-1.1011353	0.013147738	-1.0706573	2.053018	2.1583457	-1.5537261	1.3277661	0.6554532	1.952341	1.9124489	-3.993525	-2.6697762	-2.752181	-3.8025901	-3.1908183	2.7389178	2.7751307	2.74846	2.952385	-3.1446002	1.7873636	2.0987148	-0.8827837	0.6221626	2.0463603	-1.6821395	1.732561	0.9633993	0.51453435	-0.32993564	1	1	1	1	1	1	1	1	1	1
-1.1011276	0.0131369755	-1.0706451	2.0530097	2.1582763	-1.5538971	1.3278744	0.6555607	1.952264	1.9124273	-4.009892	-2.6861365	-2.7685611	-3.8189855	-3.2071826	2.7295709	2.7663288	2.7392843	2.947664	-3.1609635	1.7872765	2.0986943	-0.88292164	0.6221537	2.0463824	-1.682194	1.732549	0.96349883	0.51451725	-0.32989585	1	1	1	1	1	1	1	1	1	1
0.43834215	0.013122073	-1.0706351	2.053004	2.1582077	-1.5540607	1.3279808	0.655666	1.9521849	1.9123987	3	-2.7024963	-2.7849414	-3.835373	-3.2235446	2.7201047	2.7574036	2.7299886	2.9427476	-3.1773255	-0.92814136	2.0986762	-0.88305306	0.62214524	2.0463998	-1.6822426	1.7325333	0.9635959	0.51450104	-0.32985547	0	1	1	1	1	1	1	1	1	1
0.43834475	0.013103353	-1.0706266	2.0529976	2.1581411	-1.554216	1.3280857	0.6557692	1.9521048	1.9123628	2.99973	-2.7188585	-2.8013186	-3.8517513	-3.2399082	2.7105193	2.7483547	2.7205713	2.9376392	-3.1936886	-0.9281374	2.0986617	-0.8831789	0.62213844	2.0464125	-1.6822851	1.7325137	0.9636892	0.51448596	-0.32981446	1	1	1	1	1	1	1	1	1	1
0.43834984	0.013081888	-1.0706189	2.0529876	2.1580763	-1.5543629	1.3281896	0.6558701	1.9520246	1.9123207	2.9991949	-2.735226	-2.8176918	-3.8681247	-3.2562761	2.7008162	2.7391813	2.7110317	2.9323425	-3.2100549	-0.9281296	2.0986514	-0.8833002	0.6221343	2.046421	-1.6823208	1.732489	0.9637774	0.51447207	-0.32977307	1	1	1	1	1	1	1	1	1	1
0.4383574	0.013058406	-1.0706118	2.0529728	2.1580098	-1.5545014	1.3282933	0.655968	1.951945	1.9122747	2.9983988	-2.7515998	-2.8340611	-3.8844967	-3.27265	2.690998	2.7298822	2.7013702	2.9268613	-3.2264256	-0.92811805	2.0986464	-0.88341737	0.6221335	2.0464275	-1.6823497	1.7324584	0.9638597	0.5144594	-0.3297317	1	1	1	1	1	1	1	1	1	1
0.4383674	0.01303402	-1.0706056	2.0529523	2.1579368	-1.5546322	1.3283974	0.6560623	1.9518666	1.9122263	2.9973462	-2.7679765	-2.8504303	-3.9008684	-3.289028	2.6810677	2.7204573	2.69159	2.9211993	-3.2428012	-0.9281028	2.0986476	-0.88352984	0.62213564	2.0464349	-1.6823717	1.732421	0.9639355	0.51444775	-0.32968992	1	1	1	1	1	1	1	1	1	1
0.4383798	0.01301028	-1.0706009	2.0529249	2.1578548	-1.554756	1.3285024	0.6561523	1.9517905	1.9121763	2.9960413	-2.7843516	-2.8668041	-3.9172401	-3.3054066	2.6710289	2.710907	2.681696	2.9153607	-3.259179	-0.9280839	2.0986557	-0.88363516	0.62213856	2.0464458	-1.6823874	1.7323767	0.96400476	0.5144369	-0.3296463	1	1	1	1	1	1	1	1	1	1
0.43839458	0.012989358	-1.0705982	2.0528908	2.1577647	-1.5548742	1.3286086	0.6562374	1.9517169	1.9121248	2.9944885	-2.8007243	-2.8831828	-3.9336133	-3.321786	2.660885	2.7012334	2.6716936	2.909349	-3.2755566	-0.92806154	2.0986714	-0.8837322	0.62214017	2.046462	-1.6823975	1.7323253	0.9640675	0.51442647	-0.32959962	1	1	1	1	1	1	1	1	1	1
